原始行号,说话人,文本内容,source,BERTopic主题ID_Erlangshen,事件ID_Hybrid_V5,是否为新事件开始_Hybrid_V5
1917,许野,这个学校只是个开始，,58,0,244,FALSE
1918,许野,我会在全国的各所高校都会布置无人售货机，,58,0,244,FALSE
1919,许野,无人售货机，,58,0,244,FALSE
1920,许野,可是稳赚不赔的买卖。,58,0,244,FALSE
1921,许野,这个时间布置全国高校，,58,1,244,FALSE
1922,许野,到时候躺着都能收钱。,58,1,244,FALSE
1923,秦志伟,那咱们为什么不直接去后勤部找姜主任？,58,-1,244,FALSE
1924,许野,有一些事情在学校内谈不太方便。,58,1,245,TRUE
1925,秦志伟,江主任？,58,0,245,FALSE
1926,许野,江校花怎么和江主任，在一起都姓江，,58,1,245,FALSE
1927,许野,他们不会有什么亲戚关系吧嗯。,58,1,245,FALSE
1928,许野,江大校花，,59,-1,245,FALSE
1929,许野,你和学校后勤主任是什么关系？,59,-1,245,FALSE
1930,江薇,他是我叔叔，,59,-1,246,TRUE
1931,江薇,你怎么知道他跟我有关系啊？,59,-1,246,FALSE
1932,江平,好，,59,1,246,FALSE
1933,江平,你先回吧。,59,1,246,FALSE
1934,许野,明天食堂见个面有点事情，,59,-1,247,TRUE
1935,许野,找你聊下，,59,-1,247,FALSE
1936,江薇,他怎么会找我有事情,59,1,247,FALSE
1937,江薇,你尝尝不错吧。,59,1,247,FALSE
1938,许野,江大校花，,59,-1,247,FALSE
1939,许野,现在咱们聊聊吧，,59,-1,247,FALSE
1940,江薇,在吃饭没空,59,0,247,FALSE
1941,许野,先吃吧，吃完再聊，,59,-1,247,FALSE
1942,江薇,随你。,59,2,247,FALSE
1943,NPC,这是谁啊？,59,2,248,TRUE
1944,NPC,凭什么坐在江娜小花面前，太勇了吧，,59,0,248,FALSE
1945,NPC,江大小姐可不是这样的人，,59,0,248,FALSE
1946,NPC,等着看好戏吧，,59,0,248,FALSE
1947,NPC,不是凭什么呀？,59,0,248,FALSE
1948,NPC,你们连许野都不认识啊，,59,0,248,FALSE
1949,NPC,他在我们学校论坛可出了名的，,59,0,248,FALSE
1950,NPC,没想到跟校花谈恋爱了,59,0,248,FALSE
1951,NPC,我赶紧发到网上去走吧。,59,0,248,FALSE
1952,江薇,说吧，,59,-1,248,FALSE
1953,江薇,什么事情。,59,-1,248,FALSE
1954,江薇,说吧什么事情。,60,0,248,FALSE
1955,许野,那我就开门见山了，,60,0,248,FALSE
1956,许野,我要找你叔叔请教些问题，,60,0,248,FALSE
1957,许野,需要你引荐一下，要求你可以随便提，,60,0,248,FALSE
1958,许野,只要不是太过分,60,0,248,FALSE
1959,江薇,你找我叔叔什么事情，,60,0,248,FALSE
1960,许野,我想要做学校无人售货机。,60,0,249,TRUE
1961,许野,这个事情一般都是学校和后勤部负责的。,60,1,249,FALSE
1962,江薇,我可以帮你。,60,1,250,TRUE
1963,江薇,但是我有个条件。,60,1,250,FALSE
1964,许野,什么条件？,60,3,250,FALSE
1965,江薇,我要入股。,60,0,250,FALSE
1966,许野,啥？,60,2,250,FALSE
1967,江薇,你不是已经创建公司了吗？,60,0,251,TRUE
1968,江薇,我也要入股你的公司，,60,-1,251,FALSE
1969,许野,那你有钱吗？,60,0,251,FALSE
1970,江薇,如果我出一百万呢，,60,0,251,FALSE
1971,江薇,能占多少股份，,60,0,251,FALSE
1972,许野,这个学校无人售货期的话，,60,0,252,TRUE
1973,许野,能占百分之二十五。,60,0,252,FALSE
1974,江薇,行，那就这么说定了，,60,-1,252,FALSE
1975,江薇,明天带你回家见我叔叔。,60,-1,252,FALSE
1976,江薇,好嘞，,60,9,252,FALSE
1977,许野,那我先回去了。,60,1,252,FALSE
1978,江薇,把我妈留给我的钱转给我。,60,-1,252,FALSE
1979,江平妻子,哎谁呀？,61,2,253,TRUE
1980,江平妻子,你去看一下。,61,1,253,FALSE
1981,江薇,阿姨,61,6,254,TRUE
1982,江平妻子,薇薇来了，吃饭了没？快进屋。,61,-1,254,FALSE
1983,江平妻子,他是你男朋友，,61,-1,254,FALSE
1984,江薇,不是，就只是朋友。,61,1,254,FALSE
1985,江平,薇薇，你这是？,61,0,255,TRUE
1986,江薇,叔叔，他是许野，金融系大一的新生。,61,-1,255,FALSE
1987,江薇,这次来是有事情，,61,0,255,FALSE
1988,江薇,想要找您请教一下的哦，,61,0,255,FALSE
1989,江平妻子,来坐坐坐。,61,-1,255,FALSE
1990,江平妻子,来坐坐坐，,61,0,255,FALSE
1991,江平妻子,你们找我什么事儿？,61,0,255,FALSE
1992,许野,江主任您好，,61,0,256,TRUE
1993,许野,我是金融系大一新生，,61,0,256,FALSE
1994,许野,我叫许野。,61,0,256,FALSE
1995,许野,我们现在有一个在校大学生创业的服务叫无人机售后服务，,61,0,256,FALSE
1996,许野,它呢可以进行线上支付，,61,0,256,FALSE
1997,许野,购买任何的商品，,61,0,256,FALSE
1998,许野,非常的方便简洁。,61,0,256,FALSE
1999,许野,您可以先看一下，,61,0,256,FALSE
2000,江平妻子,你真是金融系大一的新生？,61,0,257,TRUE
2001,江平妻子,对，这事儿你们应该找我。,61,-1,257,FALSE
2002,江平妻子,不过这事情啊可没有你们想象的这么简单。,61,-1,257,FALSE
2003,江平妻子,哎呀，,61,9,257,FALSE
2004,江薇,叔叔，,61,-1,258,TRUE
2005,江薇,许野是我的朋友，,61,-1,258,FALSE
2006,江薇,这件事情你就帮帮他嘛，,61,-1,258,FALSE
2007,江平,果然是这样，薇薇如果跟他真的没关系，,61,-1,258,FALSE
2008,江平,怎么会帮他，,61,-1,258,FALSE
2009,江平,你跟我进来一下。,61,-1,258,FALSE
2010,江平,薇薇啊，,62,0,258,FALSE
2011,江平,你跟叔叔说实话，,62,0,258,FALSE
2012,江平,你跟这个许野到底什么关系？,62,0,258,FALSE
2013,江平,哎呀，,62,9,258,FALSE
2014,江薇,叔叔真的就只是朋友，,62,-1,258,FALSE
2015,江平,不可能，只是朋友，,62,1,258,FALSE
2016,江平,你不会把他带家里。,62,1,258,FALSE
2017,江薇,我们除了是朋友还是合作伙伴。,62,1,259,TRUE
2018,江薇,叔叔，许野刚刚说的项目真的能赚钱吗？,62,-1,259,FALSE
2019,江平,你这个朋友啊真是个天才，,62,0,260,TRUE
2020,江平,大一就有如此敏锐的嗅觉，,62,0,260,FALSE
2021,江平,以后前途不可限量啊！,62,0,260,FALSE
2022,江平,这么优秀的朋友，,62,-1,260,FALSE
2023,江平,真的只会是普通朋友吗？,62,-1,260,FALSE
2024,江平,我出去再跟他聊聊，,62,1,260,FALSE
2025,江平,坐坐坐，,62,1,260,FALSE
2026,江平,我知道你要干什么。,62,1,260,FALSE
2027,江平,这大院校的后勤部负责人我都认识，,62,1,260,FALSE
2028,江平,我也可以把他们都介绍给你。,62,1,260,FALSE
2029,江平,不过我这可是看在薇薇的面子上才帮你的，,62,-1,260,FALSE
2030,许野,我懂你的意思。,62,0,260,FALSE
2031,许野,微微以后一定是我最坚实的合作伙伴，,62,0,260,FALSE
2032,江平,咱们再推演一下。,62,0,261,TRUE
2033,许野,好，,62,-1,261,FALSE
2034,许野,我们这个项目啊它是非常超前的。,62,-1,261,FALSE
2035,许野,还是大学主任厉害呀，,62,1,261,FALSE
2036,许野,你叔叔的水准就是高，有他帮忙，,62,1,261,FALSE
2037,许野,咱们这事儿就简单多了。,62,1,261,FALSE
2038,江薇,那你打算怎么谢我？,62,0,261,FALSE
2039,许野,谢你？,62,2,261,FALSE
2040,许野,对啊，,62,9,261,FALSE
2041,江薇,这事儿要是没有我，,62,-1,262,TRUE
2042,江薇,你一个人能说成吗？,62,-1,262,FALSE
2043,许野,咱们现在是合伙人，,62,-1,262,FALSE
2044,许野,你帮我不就是他帮你自己吗？,62,-1,262,FALSE
2045,许野,况且咱们还有很多事情要做，,62,0,262,FALSE
2046,许野,接下来就是创建一个商贸集团。,62,0,262,FALSE
2047,江薇,我可以当咱们公司的财务负责人，,62,0,262,FALSE
2048,江薇,我们学校的王牌专业就是金融和会计，,62,0,262,FALSE
2049,江薇,我大一的时候就已经是年级第一了，,62,0,262,FALSE
2050,江薇,会计证我也考下了。,62,0,262,FALSE
2051,许野,江大校花儿厉害呀！,62,0,262,FALSE
2052,江薇,那就祝我们创业顺利，,62,1,263,TRUE
2053,江薇,合作愉快。,62,1,263,FALSE
2054,许野,合作愉快。,62,1,263,FALSE
2055,NPC,薇薇，你怎么还不进去啊？,63,0,263,FALSE
2056,江薇,我在等人,63,-1,263,FALSE
2057,NPC,那我先进去了。,63,0,263,FALSE
2058,许野,江薇,63,0,263,FALSE
2059,许野,哎呀，,63,0,263,FALSE
2060,许野,不好意思，,63,0,263,FALSE
2061,许野,班主任找我有点事儿来晚了，,63,0,263,FALSE
2062,NPC,真是他呀。,63,1,264,TRUE
2063,NPC,论坛里都说许野是薇薇男朋友，,63,-1,264,FALSE
2064,NPC,薇薇不会真谈恋爱了吧，,63,-1,264,FALSE
2065,江薇,进去再说吧。,63,1,265,TRUE
2066,江薇,许野，卡号发我,63,0,265,FALSE
2067,江薇,我给你打过去哦，,63,0,265,FALSE
2068,许野,发你了，,63,0,265,FALSE
2069,许野,来，,63,0,265,FALSE
2070,许野,你先看一下啊。,63,0,265,FALSE
2071,刘倩,许野，,63,0,266,TRUE
2072,刘倩,这个渣男，不是有女朋友吗？,63,0,266,FALSE
2073,刘倩,还和校花牵扯不清，,63,0,266,FALSE
2074,刘倩,他这是脚踏两条船呀，,63,0,266,FALSE
2075,顾梦瑶,居然真的跟秦志伟说的一样，,63,0,266,FALSE
2076,顾梦瑶,他又当了班长，,63,0,266,FALSE
2077,顾梦瑶,还开了水果店，,63,0,266,FALSE
2078,顾梦瑶,他凭什么离开我，,63,0,266,FALSE
2079,顾梦瑶,能过得这么好？,63,0,266,FALSE
2080,刘倩,梦瑶，,63,-1,267,TRUE
2081,刘倩,咱们走吧。,63,-1,267,FALSE
2082,刘倩,许野，,63,0,267,FALSE
2083,刘倩,他虽然有钱，,63,0,267,FALSE
2084,刘倩,可他是个渣男啊，,63,0,267,FALSE
2085,顾梦瑶,我这次来许野学校，,63,-1,268,TRUE
2086,顾梦瑶,为的就是挽回我们之间的感情，,63,-1,268,FALSE
2087,刘倩,挽回感情？,63,-1,268,FALSE
2088,顾梦瑶,我和许野才是最合适的。,63,0,269,TRUE
2089,顾梦瑶,他先前追了我三年，,63,-1,269,FALSE
2090,顾梦瑶,心里肯定是有我的，,63,-1,269,FALSE
2091,顾梦瑶,只是被一些小三插手进来。,63,-1,269,FALSE
2092,顾梦瑶,我现在也想明白了，,63,0,269,FALSE
2093,顾梦瑶,我心里喜欢的就是许野，,63,0,269,FALSE
2094,顾梦瑶,我要去接受他的心意。,63,0,269,FALSE
2095,刘倩,可是他有女朋友，还是两个！,63,-1,269,FALSE
2096,刘倩,很快，他一个女朋友都不会有。,63,0,269,FALSE
2097,江薇,许野，,64,0,269,FALSE
2098,江薇,我给你打了一百万，,64,0,269,FALSE
2099,江薇,才只能占到百分之二十五。,64,0,269,FALSE
2100,江薇,你真的有三百万吗？,64,0,269,FALSE
2101,许野,放心吧，,64,1,269,FALSE
2102,许野,骗不了你。,64,1,269,FALSE
2103,江薇,我叔叔说，,64,0,270,TRUE
2104,江薇,你就是普通家庭，,64,0,270,FALSE
2105,江薇,这些钱都是你赚的？,64,0,270,FALSE
2106,江薇,当然了，,64,4,270,FALSE
2107,许野,我可是金融天才，只要给我足够的资金，,64,0,270,FALSE
2108,许野,巴菲特也没有我能挣钱。,64,0,270,FALSE
2109,江薇,许野，我想和你一起赚钱。,64,0,271,TRUE
2110,许野,我们不是就在一起赚钱吗？,64,-1,271,FALSE
2111,江薇,我是说除了这个项目之外，,64,0,271,FALSE
2112,江薇,我也要和你一起挣钱，,64,0,271,FALSE
2113,江薇,可以啊，,64,0,271,FALSE
2114,许野,合作愉快。,64,1,272,TRUE
2115,江薇,合作愉快。,64,1,272,FALSE
2116,秦志伟,许野，,64,-1,273,TRUE
2117,秦志伟,你说这个自动售货机真挣钱啊，,64,-1,273,FALSE
2118,秦志伟,我兄弟们也开始赚钱了，,64,-1,273,FALSE
2119,杨飞,这以后可得叫许总了。,64,-1,273,FALSE
2120,杨飞,你可是许总的好兄弟，,64,0,273,FALSE
2121,杨飞,这以后的好处可少不了你的。,64,0,273,FALSE
2122,许野,只要把这个铺开，,64,1,273,FALSE
2123,许野,就离我的小目标前进了一大步。,64,1,273,FALSE
2124,江薇,许野，许野,64,-1,273,FALSE
2125,江薇,我们是不是挣了好多钱？,64,-1,273,FALSE
2126,江薇,我看到咱们的无人收货机前面有好多人排队。,64,-1,273,FALSE
2127,许野,淡定，,65,-1,274,TRUE
2128,许野,这还只是个开始，以后会挣更多的钱的。,65,-1,274,FALSE
2129,许野,不过我们需要尽快把场地全部铺开，,65,-1,274,FALSE
2130,江薇,你是不是能看到后台，,65,0,274,FALSE
2131,江薇,我也要看,65,0,274,FALSE
2132,许野,没问题啊，不过这是公司机密，,65,1,275,TRUE
2133,许野,可不能泄露啊。,65,1,275,FALSE
2134,江薇,我明白。,65,1,275,FALSE
2135,许野,你看。,65,1,275,FALSE
2136,江薇,哦是这样，,65,0,275,FALSE
2137,秦志伟,这小子到底是怎么回事，,65,-1,276,TRUE
2138,秦志伟,不是已经有女朋友了吗？,65,-1,276,FALSE
2139,秦志伟,不会脚踏两只船吧。,65,1,276,FALSE
2140,张信舟,你好，,65,1,277,TRUE
2141,张信舟,欢迎光临。,65,1,277,FALSE
2142,江美琳,你好，,65,-1,277,FALSE
2143,江美琳,我找一下许野。,65,-1,277,FALSE
2144,许野,江阿姨！,65,-1,278,TRUE
2145,许野,给大家介绍一下，这位是青青的妈妈，,65,-1,278,FALSE
2146,许野,我未来的丈娘啊。,65,-1,278,FALSE
2147,江美琳,你们好，,65,1,279,TRUE
2148,江美琳,你也是xuye的同学吧。,65,1,279,FALSE
2149,江美琳,真漂亮，,65,-1,279,FALSE
2150,许野,这位是姜薇，,65,0,279,FALSE
2151,许野,我们一起合伙开商贸公司，,65,0,279,FALSE
2152,许野,而且还在做无人售货机项目。,65,0,279,FALSE
2153,江薇,阿姨，,65,0,279,FALSE
2154,江薇,你真年轻，,65,0,279,FALSE
2155,江美琳,才刚刚大一，赚了一千万不说，,65,0,279,FALSE
2156,江美琳,还开了商贸公司，,65,0,279,FALSE
2157,江美琳,难怪就连这么漂亮的女生都围在他身边，,65,0,279,FALSE
2158,江美琳,青青那个傻丫头都不知道这件事儿吧。,65,0,279,FALSE
2159,江美琳,我姓江，,66,-1,279,FALSE
2160,江美琳,你也姓江，,66,-1,279,FALSE
2161,江美琳,看来我们很有缘分。,66,-1,279,FALSE
2162,江薇,是啊，,66,9,279,FALSE
2163,江美琳,小许，,66,0,280,TRUE
2164,江美琳,我这次来的仓促，,66,0,280,FALSE
2165,江美琳,正好公司在附近开个会，,66,0,280,FALSE
2166,江美琳,想着顺便过来看看，,66,0,280,FALSE
2167,江美琳,然后再一起去找青青。,66,0,280,FALSE
2168,江美琳,你要不要跟我一起去找青青啊？,66,-1,280,FALSE
2169,许野,那当然了，,66,0,280,FALSE
2170,许野,正好蹭您的车过去。,66,0,280,FALSE
2171,江美琳,走吧。,66,1,280,FALSE
2172,许野,你们先忙啊，,66,0,280,FALSE
2173,江美琳,看来你在大学也是风云人物呀，,66,0,280,FALSE
2174,江美琳,都做了这么多的生意，,66,0,280,FALSE
2175,许野,这不是为了挣钱吗？,66,-1,280,FALSE
2176,江美琳,可往往事业会占据更多时间，,66,0,281,TRUE
2177,江美琳,这样的话，你就没时间陪家里人了。,66,0,281,FALSE
2178,许野,所以我创业了呀，,66,0,281,FALSE
2179,许野,我自己当老板，,66,0,281,FALSE
2180,许野,我想几点上班，,66,0,281,FALSE
2181,许野,就几点上班。,66,0,281,FALSE
2182,许野,青青！,66,0,281,FALSE
2183,陈青青,你怎么突然就来了，,66,-1,282,TRUE
2184,陈青青,我刚还在洗头呢，,66,-1,282,FALSE
2185,陈青青,头发都没吹干。,66,-1,282,FALSE
2186,许野,怪我来的太快了呗。,66,-1,282,FALSE
2187,陈青青,现在几点了？,66,0,282,FALSE
2188,陈青青,这个时间我们刚好可以去吃饭。,66,0,282,FALSE
2189,陈青青,这一周我和若蔚发现了一家可好吃的汤面店，,66,0,282,FALSE
2190,许野,你这头发要不要先吹干啊，,66,0,282,FALSE
2191,陈青青,不用一会儿风就吹干了。,66,-1,283,TRUE
2192,陈青青,哎呀，,66,0,283,FALSE
2193,陈青青,快走吧，,66,0,283,FALSE
2194,陈青青,我都饿了，,66,0,283,FALSE
2195,许野,其实我今天不是一个人来的啊，,66,0,284,TRUE
2196,陈青青,什么意思啊？,66,0,284,FALSE
2197,江美琳,这还是我女儿吗？,66,0,285,TRUE
2198,江美琳,青青。,66,2,285,FALSE
2199,陈青青,妈。,66,2,285,FALSE
2200,陈青青,妈，,67,0,286,TRUE
2201,陈青青,你怎么来了？,67,0,286,FALSE
2202,江美琳,妈妈过来出差，,67,0,286,FALSE
2203,江美琳,顺便来看看你，,67,0,286,FALSE
2204,江美琳,你和小许准备去哪儿啊？,67,0,286,FALSE
2205,许野,呃，,67,1,286,FALSE
2206,许野,青青说，,67,1,286,FALSE
2207,许野,发现了一家非常好吃的汤面店，,67,1,286,FALSE
2208,许野,准备带我们一起去吃呢。,67,1,286,FALSE
2209,江美琳,那上车吧，,67,-1,286,FALSE
2210,江美琳,我们一起过去。,67,-1,286,FALSE
2211,许野,哎。,67,1,287,TRUE
2212,许野,好。,67,1,287,FALSE
2213,许野,你可不能怪我，是你妈,67,0,287,FALSE
2214,许野,不让我告诉你的，,67,0,287,FALSE
2215,许野,我总不能不听她的话吧。,67,0,287,FALSE
2216,江美琳,天气快降温了，,67,1,288,TRUE
2217,江美琳,天冷了，,67,1,288,FALSE
2218,江美琳,洗完头发一定记得要吹干啊。,67,1,288,FALSE
2219,江美琳,今晚吃完饭就别回去了，,67,1,288,FALSE
2220,江美琳,跟妈妈一起住酒店，,67,1,288,FALSE
2221,江美琳,妈妈再帮你开一间。,67,1,288,FALSE
2222,陈青青,嗯。,67,7,289,TRUE
2223,许野,青青啊，刚刚那家汤面还真不错，,67,-1,289,FALSE
2224,许野,还得是你呀，,67,-1,289,FALSE
2225,许野,这么会找。,67,-1,289,FALSE
2226,陈青青,那必须的，我可是找了好久，,67,1,289,FALSE
2227,陈青青,一开学就去了。,67,1,289,FALSE
2228,江美琳,小许，,67,-1,290,TRUE
2229,江美琳,今天辛苦了，,67,-1,290,FALSE
2230,江美琳,早点回去休息吧。,67,-1,290,FALSE
2231,江美琳,青青，来妈妈房间，,67,0,290,FALSE
2232,江美琳,我有事跟你说。,67,0,290,FALSE
2233,江美琳,青青，,67,0,290,FALSE
2234,江美琳,我下午去了趟小许的学校，,67,0,290,FALSE
2235,江美琳,你知道他的水果店叫什么名字吗？,67,0,290,FALSE
2236,陈青青,我知道啊。,67,1,290,FALSE
2237,江美琳,除了水果店之外，,67,1,291,TRUE
2238,江美琳,他还做起了无人售货机的生意。,67,1,291,FALSE
2239,陈青青,我也知道啊。,67,1,291,FALSE
2240,江美琳,那你知不知道，小许的合伙人里面有一个很漂亮的姑娘？,67,0,291,FALSE
2241,江美琳,你放心吧，,68,0,292,TRUE
2242,江美琳,我都替你打探好了，,68,0,292,FALSE
2243,江美琳,他们确实只是普通朋友的关系。,68,0,292,FALSE
2244,江美琳,而且这个姑娘知道你和小许在谈朋友。,68,0,292,FALSE
2245,陈青青,什么谈朋友，,68,1,292,FALSE
2246,陈青青,没有。,68,1,292,FALSE
2247,江美琳,你们还没确定关系啊？,68,-1,292,FALSE
2248,陈青青,没有。,68,1,292,FALSE
2249,江美琳,那我就不知道了。,68,1,293,TRUE
2250,江美琳,反正所有人都知道小许有个女朋友，,68,0,293,FALSE
2251,江美琳,而且就是你她的手机屏保上都是你的照片。,68,0,293,FALSE
2252,陈青青,我还没有同意，,68,0,294,TRUE
2253,陈青青,他就到处乱说。,68,0,294,FALSE
2254,江美琳,反正妈妈是不会阻止你谈恋爱的，,68,0,294,FALSE
2255,江美琳,而且我会支持你做任何想做的事情。,68,0,294,FALSE
2256,江美琳,不过你千万不能仗着别人喜欢你，,68,0,294,FALSE
2257,江美琳,就觉得他对你的好是理所当然，,68,0,294,FALSE
2258,江美琳,不管是友情还是爱情，,68,0,294,FALSE
2259,江美琳,都需要两个人共同经营。,68,0,294,FALSE
2260,陈青青,知道了。,68,1,294,FALSE
2261,陈青青,他是不是真的跟所有人都说我是他的女朋友？,68,-1,294,FALSE
2262,陈青青,开门，你是不是跟别人说我是你女朋友？,68,0,294,FALSE
2263,陈青青,你是不是跟别人说我是你女朋友？,69,-1,294,FALSE
2264,许野,对呀。,69,1,294,FALSE
2265,陈青青,你不要脸。,69,0,294,FALSE
2266,许野,你又不是不知道我们学校，,69,0,295,TRUE
2267,许野,那是男生少女生多。,69,0,295,FALSE
2268,许野,我开学第一天就有人看上我，,69,1,295,FALSE
2269,许野,我要不说我有女朋友，,69,1,295,FALSE
2270,许野,那追我的女生能排到法国。,69,1,295,FALSE
2271,陈青青,那你就胡说八道，,69,0,295,FALSE
2272,陈青青,我还没有答应你。,69,0,295,FALSE
2273,许野,对对对，,69,-1,295,FALSE
2274,许野,我胡说八道，,69,-1,295,FALSE
2275,许野,那你什么时候答应我？,69,-1,295,FALSE
2276,陈青青,我也不知道。,69,1,295,FALSE
2277,许野,梳妆台有吹风机，要不要先把头发吹了？,69,-1,295,FALSE
2278,陈青青,嗯。,69,7,295,FALSE
2279,许野,哎，来，我帮你，我可是专业的。,69,1,296,TRUE
2280,许野,刚好。,69,1,296,FALSE
2281,江美琳,不行，明天就要离开魔都了，,69,0,297,TRUE
2282,江美琳,有些话还是要交代一下许野。,69,0,297,FALSE
2283,江美琳,许野，开下门。,69,0,297,FALSE
2284,陈青青,怎么办？,70,3,297,FALSE
2285,陈青青,呃。,70,7,297,FALSE
2286,许野,要不你先去卫生间里躲一下？,70,0,298,TRUE
2287,许野,我去应付一下。,70,1,298,FALSE
2288,许野,你妈应该在我这儿待不了多久。,70,-1,298,FALSE
2289,许野,哎，,70,0,298,FALSE
2290,许野,阿姨，你找我？,70,0,298,FALSE
2291,江美琳,明天一大早，,70,-1,299,TRUE
2292,江美琳,我就要去公司里忙事情。,70,-1,299,FALSE
2293,江美琳,离开之前我会给这间房续费，,70,-1,299,FALSE
2294,江美琳,明天早上你帮我跟青青解释一下啊。,70,-1,299,FALSE
2295,许野,没问题。,70,1,299,FALSE
2296,江美琳,青青是不是在你房间啊？,70,0,300,TRUE
2297,许野,啊，对。,70,1,300,FALSE
2298,江美琳,你的房间里全是我女儿身上的味道，,70,-1,301,TRUE
2299,江美琳,我一进来就闻到她身上常用的洗发水的香味。,70,-1,301,FALSE
2300,许野,呃，,70,1,301,FALSE
2301,许野,我们就，我们只是聊聊天，,70,1,301,FALSE
2302,许野,怕你误会，,70,1,301,FALSE
2303,许野,所以她躲卫生间里去了，,70,1,301,FALSE
2304,许野,我们什么都没有做啊。,70,1,301,FALSE
2305,江美琳,别睡太晚。,70,1,302,TRUE
2306,江美琳,女孩子熬夜对各方面有很大影响哦。,70,1,302,FALSE
2307,陈青青,你干什么？,70,2,302,FALSE
2308,许野,我不爽，,70,0,303,TRUE
2309,许野,明明咱们什么都没有做，,70,0,303,FALSE
2310,许野,就像被抓包了一样。,70,0,303,FALSE
2311,许野,要是现在不做点什么，,70,-1,303,FALSE
2312,许野,那我岂不是亏了？,70,-1,303,FALSE
2313,陈青青,那你要做什么？,71,0,303,FALSE
2314,陈青青,晚安。,71,-1,303,FALSE
2315,陈青青,无耻流氓，大坏蛋。,71,-1,303,FALSE
2316,陈青青,嗯。,71,7,303,FALSE
2317,许野,好了，,71,0,304,TRUE
2318,许野,我先回去了啊，,71,0,304,FALSE
2319,许野,下周我有点事情，,71,0,304,FALSE
2320,许野,可能就不能来找你了。,71,0,304,FALSE
2321,陈青青,好吧，,71,-1,304,FALSE
2322,陈青青,下周我也有事情。,71,-1,304,FALSE
2323,许野,那我先走了。,71,0,304,FALSE
2324,江美琳,你知不知道小许的合伙人里面有一个很漂亮的姑娘，,71,0,304,FALSE
2325,江美琳,不管是友情还是爱情，,71,0,304,FALSE
2326,江美琳,都需要两个人共同经营。,71,0,304,FALSE
2327,陈青青,我可以去找你啊，,71,1,304,FALSE
2328,陈青青,我又不是路痴，,71,1,304,FALSE
2329,陈青青,可以自己过去的。,71,1,304,FALSE
2330,江薇,许野，我们现在已经在二十三所高校扩招了五人售货机，,72,0,305,TRUE
2331,江薇,其中每所高校每天纯利润都有一万多，,72,0,305,FALSE
2332,江薇,我们现在一天就能赚二十三万，,72,0,305,FALSE
2333,江薇,而且这销售额还在提升。,72,0,305,FALSE
2334,许野,这也多亏了各大高校的代理。,72,0,305,FALSE
2335,许野,只要咱们坚持过这个月，,72,1,305,FALSE
2336,许野,就能在各大高校站稳了。,72,1,305,FALSE
2337,npc,我这是在做梦吗？,72,0,306,TRUE
2338,npc,你这发小也强到没边了，,72,-1,306,FALSE
2339,秦志伟,一天赚二十三万，许野，,72,-1,306,FALSE
2340,秦志伟,你这一天的收入比我家全年的收入都高啊。,72,-1,306,FALSE
2341,许野,志伟，,72,0,306,FALSE
2342,许野,你现在是其他高校的总代理了，,72,0,306,FALSE
2343,许野,一会儿你去财务支一笔钱给所有代理发奖金，,72,0,306,FALSE
2344,许野,然后告诉他们，,72,0,306,FALSE
2345,许野,只要好好干，奖金少不了。,72,0,306,FALSE
2346,秦志伟,好！,72,3,306,FALSE
2347,许野,需要给你支一笔钱吗？,72,0,307,TRUE
2348,江薇,不需要。这笔钱，投入,72,1,307,FALSE
2349,江薇,其他高校吧，,72,1,307,FALSE
2350,江薇,我们多赚点。,72,1,307,FALSE
2351,许野,看不出来啊，,72,-1,308,TRUE
2352,许野,你还挺喜欢赚钱的。,72,-1,308,FALSE
2353,江薇,那当然，赚钱才是最重要的。恋爱，狗都不谈。,72,0,308,FALSE
2354,许野,多亏了江主任的关系，自动售货机才能扩张的这么快，,72,0,309,TRUE
2355,许野,只是他一个主任居然人脉这么好。,72,0,309,FALSE
2356,npc,许总，,72,0,309,FALSE
2357,npc,后勤部的江主任有事找您。,72,0,309,FALSE
2358,许野,好，我这就过去，,72,-1,309,FALSE
2359,许野,你们继续。,72,-1,309,FALSE
2360,许野,江主任，哎，,73,0,309,FALSE
2361,许野,不好意思啊，,73,0,309,FALSE
2362,许野,你们先聊，我先走了。,73,0,309,FALSE
2363,npc,不用走了，,73,1,310,TRUE
2364,npc,就是来找你的。,73,1,310,FALSE
2365,npc,哎，,73,0,310,FALSE
2366,npc,来来来来来坐。,73,0,310,FALSE
2367,江潮,你好，,73,-1,311,TRUE
2368,江潮,我是江薇的父亲。,73,-1,311,FALSE
2369,许野,你好。,73,1,311,FALSE
2370,江潮,请坐。,73,2,312,TRUE
2371,许野,江叔叔，您找我有什么事儿吗？,73,0,312,FALSE
2372,江潮,江薇有跟你提起过我吗？,73,0,312,FALSE
2373,江潮,她是怎么说的？,73,0,312,FALSE
2374,许野,她跟我说的也不多，,73,0,312,FALSE
2375,许野,但我能感觉到她挺恨你的。,73,0,312,FALSE
2376,江潮,我确实亏欠了她很多，,73,-1,313,TRUE
2377,江潮,但我一直都很爱她。,73,-1,313,FALSE
2378,江潮,跟她的妈妈，咱们之间。,73,-1,313,FALSE
2379,许野,我知道你今天找我肯定有事儿，,73,1,313,FALSE
2380,许野,你可以直接说，不用兜圈子的。,73,1,313,FALSE
2381,江潮,我知道你是小薇的合伙人，,73,0,314,TRUE
2382,江潮,你们的无人售货机项目，,73,0,314,FALSE
2383,江潮,现在已经被别人盯上了，,73,0,314,FALSE
